cik,sic,company_name,industry
1847846,8000.0,8I ACQUISITION 2 CORP.,SERVICES-HEALTH SERVICES
1847874,6500.0,FIFTH WALL ACQUISITION CORP. III,REAL ESTATE
1847891,6770.0,ACROPOLIS INFRASTRUCTURE ACQUISITION CORP.,BLANK CHECKS
1847903,2834.0,CENTESSA PHARMACEUTICALS PLC,PHARMACEUTICAL PREPARATIONS
1847986,3690.0,CHARDAN NEXTECH ACQUISITION 2 CORP.,"MISCELLANEOUS ELECTRICAL MACHINERY, EQUIPMENT & SUPPLIES"
1848000,6770.0,LAKESHORE ACQUISITION I CORP.,BLANK CHECKS
1848020,6770.0,BLACK MOUNTAIN ACQUISITION CORP.,BLANK CHECKS
1848097,2836.0,SPK ACQUISITION CORP.,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)"
1848165,6770.0,PARABELLUM ACQUISITION CORP.,BLANK CHECKS
1848275,6200.0,TOP FINANCIAL GROUP LTD,"SECURITY & COMMODITY BROKERS, DEALERS, EXCHANGES & SERVICES"
1848309,1000.0,SIGMA LITHIUM CORP,METAL MINING
1848323,6770.0,LIVE OAK CRESTVIEW CLIMATE ACQUISITION CORP.,BLANK CHECKS
1848334,1311.0,"OKMIN RESOURCES, INC.",CRUDE PETROLEUM & NATURAL GAS
1848364,6770.0,LOGISTICS INNOVATION TECHNOLOGIES CORP.,BLANK CHECKS
1848410,6770.0,CATALYST PARTNERS ACQUISITION CORP.,BLANK CHECKS
1848416,100.0,VERANO HOLDINGS CORP.,AGRICULTURAL PRODUCTION-CROPS
1848437,6770.0,CARTICA ACQUISITION CORP,BLANK CHECKS
1848558,6770.0,SPINDLETOP HEALTH ACQUISITION CORP.,BLANK CHECKS
1848672,7371.0,GLIDELOGIC CORP.,SERVICES-COMPUTER PROGRAMMING SERVICES
1848731,2833.0,GLASS HOUSE BRANDS INC.,MEDICINAL CHEMICALS & BOTANICAL PRODUCTS
1848739,7371.0,NEXTERS INC.,SERVICES-COMPUTER PROGRAMMING SERVICES
1848756,6770.0,PYROPHYTE ACQUISITION CORP.,BLANK CHECKS
1848763,4911.0,RENEW ENERGY GLOBAL PLC,ELECTRIC SERVICES
1848795,6770.0,"GIGINTERNATIONAL1, INC.",BLANK CHECKS
1848821,7389.0,GLOBAL TECHNOLOGY ACQUISITION CORP. I,"SERVICES-BUSINESS SERVICES, NEC"
1848861,6770.0,HEALTHCARE AI ACQUISITION CORP.,BLANK CHECKS
1848898,100.0,AFRICAN AGRICULTURE HOLDINGS INC.,AGRICULTURAL PRODUCTION-CROPS
1848948,2836.0,10X CAPITAL VENTURE ACQUISITION CORP. III,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)"
1848959,6770.0,DECARBONIZATION PLUS ACQUISITION CORP IV,BLANK CHECKS
1849011,2836.0,APEIRON CAPITAL INVESTMENT CORP.,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)"
1849056,4911.0,ALTC ACQUISITION CORP.,ELECTRIC SERVICES
1849058,7990.0,CLOVER LEAF CAPITAL CORP.,SERVICES-MISCELLANEOUS AMUSEMENT & RECREATION
1849221,2300.0,PERFECT MOMENT LTD.,APPAREL & OTHER FINISHD PRODS OF FABRICS & SIMILAR MATL
1849253,6411.0,"RYAN SPECIALTY GROUP HOLDINGS, INC.","INSURANCE AGENTS, BROKERS & SERVICE"
1849280,6770.0,"G SQUARED ASCEND II, INC.",BLANK CHECKS
1849294,3559.0,FORTUNE RISE ACQUISITION CORP,"SPECIAL INDUSTRY MACHINERY, NEC"
1849296,2836.0,OKYO PHARMA LTD,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)"
1849380,8731.0,DATA KNIGHTS ACQUISITION CORP.,SERVICES-COMMERCIAL PHYSICAL & BIOLOGICAL RESEARCH
1849396,7370.0,TREMOR INTERNATIONAL LTD.,"SERVICES-COMPUTER PROGRAMMING, DATA PROCESSING, ETC."
1849408,6770.0,ZIMMER ENERGY TRANSITION ACQUISITION CORP.,BLANK CHECKS
1849466,6036.0,"TEXAS COMMUNITY BANCSHARES, INC.","SAVINGS INSTITUTIONS, NOT FEDERALLY CHARTERED"
1849475,6770.0,NEWCOURT ACQUISITION CORP,BLANK CHECKS
1849489,6770.0,ARENA FORTIFY ACQUISITION CORP.,BLANK CHECKS
1849548,6770.0,ONYX ACQUISITION CO. I,BLANK CHECKS
1849580,6770.0,WAVERLEY CAPITAL ACQUISITION CORP. 1,BLANK CHECKS
1849635,7370.0,DIGITAL WORLD ACQUISITION CORP.,"SERVICES-COMPUTER PROGRAMMING, DATA PROCESSING, ETC."
1849670,6036.0,"PB BANKSHARES, INC.","SAVINGS INSTITUTIONS, NOT FEDERALLY CHARTERED"
1849737,6770.0,PATRIA LATIN AMERICAN OPPORTUNITY ACQUISITION CORP.,BLANK CHECKS
1849820,3569.0,CLEANTECH ACQUISITION CORP.,"GENERAL INDUSTRIAL MACHINERY & EQUIPMENT, NEC"
1849853,3841.0,STEVANATO GROUP S.P.A.,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS
1849867,6035.0,"CATALYST BANCORP, INC.","SAVINGS INSTITUTION, FEDERALLY CHARTERED"
1849902,3841.0,SEP ACQUISITION CORP.,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS
1850038,6770.0,HUNT COMPANIES ACQUISITION CORP. I,BLANK CHECKS
1850051,6770.0,INTELLIGENT MEDICINE ACQUISITION CORP.,BLANK CHECKS
1850059,6770.0,FLAG SHIP ACQUISITION CORP,BLANK CHECKS
1850079,3826.0,"CODEX DNA, INC.",LABORATORY ANALYTICAL INSTRUMENTS
1850119,2836.0,"CENTURY THERAPEUTICS, INC.","BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)"
1850235,5961.0,D-MARKET ELECTRONIC SERVICES & TRADING,RETAIL-CATALOG & MAIL-ORDER HOUSES
1850262,6770.0,INTEGRAL ACQUISITION CORP 1,BLANK CHECKS
1850266,3841.0,"AKILI, INC.",SURGICAL & MEDICAL INSTRUMENTS & APPARATUS
1850270,2836.0,SOCIAL CAPITAL SUVRETTA HOLDINGS CORP. III,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)"
1850271,6770.0,SOCIAL CAPITAL SUVRETTA HOLDINGS CORP. II,BLANK CHECKS
1850272,6770.0,SOCIAL CAPITAL SUVRETTA HOLDINGS CORP. IV,BLANK CHECKS
1850316,6770.0,ASCENDANT DIGITAL ACQUISITION CORP. III,BLANK CHECKS
1850391,6221.0,WISDOMTREE BITCOIN FUND,COMMODITY CONTRACTS BROKERS & DEALERS
1850398,6035.0,"TC BANCSHARES, INC.","SAVINGS INSTITUTION, FEDERALLY CHARTERED"
1850453,4899.0,MYNARIC AG,"COMMUNICATIONS SERVICES, NEC"
1850487,6770.0,GOOD WORKS II ACQUISITION CORP.,BLANK CHECKS
1850502,6770.0,ENPHYS ACQUISITION CORP.,BLANK CHECKS
1850529,6770.0,HEARTLAND MEDIA ACQUISITION CORP.,BLANK CHECKS
1850699,6770.0,7 ACQUISITION CORP,BLANK CHECKS
1850767,2834.0,ACCUSTEM SCIENCES INC.,PHARMACEUTICAL PREPARATIONS
1850838,2836.0,"OMEGA THERAPEUTICS, INC.","BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)"
1850902,2835.0,"ALPHA TEKNOVA, INC.",IN VITRO & IN VIVO DIAGNOSTIC SUBSTANCES
1850906,3826.0,"SINGULAR GENOMICS SYSTEMS, INC.",LABORATORY ANALYTICAL INSTRUMENTS
1851003,7372.0,ZETA GLOBAL HOLDINGS CORP.,SERVICES-PREPACKAGED SOFTWARE
1851048,2810.0,CYBER APP SOLUTIONS CORP.,INDUSTRIAL INORGANIC CHEMICALS
1851112,7389.0,RISKIFIED LTD.,"SERVICES-BUSINESS SERVICES, NEC"
1851174,6770.0,WORLD QUANTUM GROWTH ACQUISITION CORP.,BLANK CHECKS
1851182,6770.0,FUTURE HEALTH ESG CORP.,BLANK CHECKS
1851194,2834.0,"VENTYX BIOSCIENCES, INC.",PHARMACEUTICAL PREPARATIONS
1851230,6770.0,CRESCERA CAPITAL ACQUISITION CORP.,BLANK CHECKS
1851266,6770.0,LF CAPITAL ACQUISITION CORP. II,BLANK CHECKS
1851484,2834.0,"CITIUS ONCOLOGY, INC.",PHARMACEUTICAL PREPARATIONS
1851612,6770.0,CRIXUS BH3 ACQUISITION CO,BLANK CHECKS
1851625,6770.0,MCLAREN TECHNOLOGY ACQUISITION CORP.,BLANK CHECKS
1851657,2834.0,"VAXXINITY, INC.",PHARMACEUTICAL PREPARATIONS
1851682,5990.0,MISSFRESH LTD,"RETAIL-RETAIL STORES, NEC"
1851860,2833.0,"SMART FOR LIFE, INC.",MEDICINAL CHEMICALS & BOTANICAL PRODUCTS
1851908,6770.0,BLACK SPADE ACQUISITION CO,BLANK CHECKS
1851909,6770.0,COMPASS DIGITAL ACQUISITION CORP.,BLANK CHECKS
1851959,6770.0,CONCORD ACQUISITION CORP II,BLANK CHECKS
1851961,3674.0,CONCORD ACQUISITION CORP III,SEMICONDUCTORS & RELATED DEVICES
1852016,3714.0,ALTENERGY ACQUISITION CORP,MOTOR VEHICLE PARTS & ACCESSORIES
1852019,4899.0,IX ACQUISITION CORP.,"COMMUNICATIONS SERVICES, NEC"
1852061,6770.0,GENERATION ASIA I ACQUISITION LTD,BLANK CHECKS
1852117,3674.0,ROCKLEY PHOTONICS HOLDINGS LTD,SEMICONDUCTORS & RELATED DEVICES
1852131,3812.0,NEXTRACKER INC.,"SEARCH, DETECTION, NAVAGATION, GUIDANCE, AERONAUTICAL SYS"
1852207,6770.0,BOLD EAGLE ACQUISITION CORP.,BLANK CHECKS
1852244,4700.0,"GXO LOGISTICS, INC.",TRANSPORTATION SERVICES
1852317,6221.0,FIDELITY WISE ORIGIN BITCOIN FUND,COMMODITY CONTRACTS BROKERS & DEALERS
1852332,6770.0,BANNER ACQUISITION CORP.,BLANK CHECKS
1852353,1000.0,DAKOTA GOLD CORP.,METAL MINING
1852407,6163.0,FINTECH ECOSYSTEM DEVELOPMENT CORP.,LOAN BROKERS
1852432,6770.0,ARYA SCIENCES ACQUISITION CORP V,BLANK CHECKS
1852440,8200.0,JIANZHI EDUCATION TECHNOLOGY GROUP CO LTD,SERVICES-EDUCATIONAL SERVICES
1852495,6770.0,JACKSON ACQUISITION CO,BLANK CHECKS
1852536,8200.0,"INTORIO, CORP.",SERVICES-EDUCATIONAL SERVICES
1852551,1040.0,NOVA MINERALS LTD,GOLD AND SILVER ORES
1852575,6798.0,"STRATEGIC STORAGE TRUST VI, INC.",REAL ESTATE INVESTMENT TRUSTS
1852597,3621.0,"LAND NEWCO, INC.",MOTORS & GENERATORS
1852633,5810.0,BANYAN ACQUISITION CORP,RETAIL-EATING & DRINKING PLACES
1852639,3620.0,QNERGY INC.,ELECTRICAL INDUSTRIAL APPARATUS
1852707,2844.0,"FAST TRACK SOLUTIONS, INC.","PERFUMES, COSMETICS & OTHER TOILET PREPARATIONS"
1852736,6770.0,TRISTAR ACQUISITION I CORP.,BLANK CHECKS
1852749,6770.0,EXCELFIN ACQUISITION CORP.,BLANK CHECKS
1852767,7510.0,GALATA ACQUISITION CORP.,SERVICES-AUTO RENTAL & LEASING (NO DRIVERS)
1852771,6770.0,MACONDRAY CAPITAL ACQUISITION CORP. I,BLANK CHECKS
1852889,6770.0,INVESTCORP AI ACQUISITION CORP.,BLANK CHECKS
1852931,6770.0,NEWHOLD INVESTMENT CORP. II,BLANK CHECKS
1852940,6770.0,GOGREEN INVESTMENTS CORP,BLANK CHECKS
1852973,2000.0,OXUS ACQUISITION CORP.,FOOD AND KINDRED PRODUCTS
1853021,6770.0,METALS ACQUISITION CORP,BLANK CHECKS
1853044,8742.0,WORLDWIDE WEBB ACQUISITION CORP.,SERVICES-MANAGEMENT CONSULTING SERVICES
1853047,6770.0,HUDSON ACQUISITION I CORP.,BLANK CHECKS
1853070,4522.0,PROOF ACQUISITION CORP I,"AIR TRANSPORTATION, NONSCHEDULED"
1853084,6770.0,BLUE SAFARI GROUP ACQUISITION CORP,BLANK CHECKS
1853112,6770.0,GENESIS UNICORN CAPITAL CORP.,BLANK CHECKS
1853138,7373.0,ARES ACQUISITION CORP II,SERVICES-COMPUTER INTEGRATED SYSTEMS DESIGN
1853145,7372.0,EVERCOMMERCE INC.,SERVICES-PREPACKAGED SOFTWARE
1853314,6770.0,GESHER I ACQUISITION CORP.,BLANK CHECKS
1853397,6770.0,ZALATORIS II ACQUISITION CORP,BLANK CHECKS
1853436,6770.0,MERCATO PARTNERS ACQUISITION CORP,BLANK CHECKS
1853506,7372.0,"JANGIT ENTERPRISES, INC.",SERVICES-PREPACKAGED SOFTWARE
1853513,7500.0,"MISTER CAR WASH, INC.","SERVICES-AUTOMOTIVE REPAIR, SERVICES & PARKING"
1853580,6770.0,PORTAGE FINTECH ACQUISITION CORP.,BLANK CHECKS
1853594,6770.0,SCULPTOR ACQUISITION CORP I,BLANK CHECKS
1853630,7372.0,HOLD ME LTD,SERVICES-PREPACKAGED SOFTWARE
1853651,7990.0,ALPINE ACQUISITION CORP.,SERVICES-MISCELLANEOUS AMUSEMENT & RECREATION
1853717,7011.0,ATOUR LIFESTYLE HOLDINGS LTD,HOTELS & MOTELS
1853774,6770.0,MOUNTAIN CREST ACQUISITION CORP. IV,BLANK CHECKS
1853775,6770.0,MOUNTAIN CREST ACQUISITION CORP. III,BLANK CHECKS
1853816,2834.0,"DERMATA THERAPEUTICS, INC.",PHARMACEUTICAL PREPARATIONS
1853825,7374.0,THUMZUP MEDIA CORP,SERVICES-COMPUTER PROCESSING & DATA PREPARATION
1853860,1000.0,ERO COPPER CORP.,METAL MINING
1853920,6770.0,VISCOGLIOSI BROTHERS ACQUISITION CORP,BLANK CHECKS
1853928,6770.0,ANTHEMIS DIGITAL ACQUISITIONS I CORP,BLANK CHECKS
1853962,1040.0,I-80 GOLD CORP.,GOLD AND SILVER ORES
1854078,2834.0,RELIEF THERAPEUTICS HOLDING SA,PHARMACEUTICAL PREPARATIONS
1854139,2086.0,ZEVIA PBC,BOTTLED & CANNED SOFT DRINKS & CARBONATED WATERS
1854149,6770.0,AGRICULTURE & NATURAL SOLUTIONS ACQUISITION CORP,BLANK CHECKS
1854183,2840.0,ORION BLISS CORP.,"SOAP, DETERGENTS, CLEANG PREPARATIONS, PERFUMES, COSMETICS"
1854233,7900.0,ENTHUSIAST GAMING HOLDINGS INC. / CANADA,SERVICES-AMUSEMENT & RECREATION SERVICES
1854270,2836.0,DYNAMICS SPECIAL PURPOSE CORP.,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)"
1854275,7510.0,INNOVATIVE INTERNATIONAL ACQUISITION CORP.,SERVICES-AUTO RENTAL & LEASING (NO DRIVERS)
1854368,6199.0,DIGI POWER X INC.,FINANCE SERVICES
1854401,6282.0,BRIDGE INVESTMENT GROUP HOLDINGS INC.,INVESTMENT ADVICE
1854445,7371.0,"GLIMPSE GROUP, INC.",SERVICES-COMPUTER PROGRAMMING SERVICES
1854458,6770.0,NABORS ENERGY TRANSITION CORP.,BLANK CHECKS
1854461,6770.0,MOUNT RAINIER ACQUISITION CORP.,BLANK CHECKS
1854463,6770.0,WINVEST ACQUISITION CORP.,BLANK CHECKS
1854480,6799.0,DEVVSTREAM CORP.,"INVESTORS, NEC"
1854526,7374.0,"BROOQLY, INC.",SERVICES-COMPUTER PROCESSING & DATA PREPARATION
1854545,5961.0,DINGDONG (CAYMAN) LTD,RETAIL-CATALOG & MAIL-ORDER HOUSES
1854572,5731.0,ICZOOM GROUP INC.,"RETAIL-RADIO, TV & CONSUMER ELECTRONICS STORES"
1854583,8742.0,"ABRI SPAC I, INC.",SERVICES-MANAGEMENT CONSULTING SERVICES
1854587,7372.0,CELLEBRITE DI LTD.,SERVICES-PREPACKAGED SOFTWARE
1854593,6770.0,GOBI ACQUISITION CORP.,BLANK CHECKS
1854640,1040.0,CENTERRA GOLD INC.,GOLD AND SILVER ORES
1854795,6770.0,INTEGRATED RAIL & RESOURCES ACQUISITION CORP,BLANK CHECKS
1854816,1000.0,MINERVA GOLD INC.,METAL MINING
1854863,6770.0,BLUE WHALE ACQUISITION CORP I,BLANK CHECKS
1854963,6199.0,NORTHERN LIGHTS ACQUISITION CORP.,FINANCE SERVICES
1854964,6798.0,"NEWLAKE CAPITAL PARTNERS, INC.",REAL ESTATE INVESTMENT TRUSTS
1855129,2834.0,GH RESEARCH PLC,PHARMACEUTICAL PREPARATIONS
1855168,6770.0,WILLIAMS ROWLAND ACQUISITION CORP.,BLANK CHECKS
1855175,2834.0,"CONTINEUM THERAPEUTICS, INC.",PHARMACEUTICAL PREPARATIONS
1855302,6770.0,"INDUSTRIAL HUMAN CAPITAL, INC.",BLANK CHECKS
1855351,6770.0,SAGALIAM ACQUISITION CORP,BLANK CHECKS
1855447,3674.0,ROTH CH ACQUISITION IV CO.,SEMICONDUCTORS & RELATED DEVICES
1855450,6770.0,LAVA MEDTECH ACQUISITION CORP.,BLANK CHECKS
1855457,4899.0,"KING PUBCO, INC.","COMMUNICATIONS SERVICES, NEC"
1855467,3674.0,CHAVANT CAPITAL ACQUISITION CORP.,SEMICONDUCTORS & RELATED DEVICES
1855474,3585.0,POWER & DIGITAL INFRASTRUCTURE ACQUISITION II CORP.,AIR-COND & WARM AIR HEATG EQUIP & COMM & INDL REFRIG EQUIP
1855485,2836.0,"FIRST LIGHT ACQUISITION GROUP, INC.","BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)"
1855509,3730.0,"TWIN VEE POWERCATS, CO.",SHIP & BOAT BUILDING & REPAIRING
1855555,6770.0,ACCRETION ACQUISITION CORP.,BLANK CHECKS
1855557,3569.0,HONGLI GROUP INC.,"GENERAL INDUSTRIAL MACHINERY & EQUIPMENT, NEC"
1855612,7389.0,GRAB HOLDINGS LTD,"SERVICES-BUSINESS SERVICES, NEC"
1855631,3721.0,AERWINS TECHNOLOGIES INC.,AIRCRAFT
1855644,2836.0,JATT ACQUISITION CORP,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)"
1855693,6770.0,FRONTIER INVESTMENT CORP,BLANK CHECKS
1855743,1000.0,ARRAS MINERALS CORP.,METAL MINING
1855747,7370.0,"BLEND LABS, INC.","SERVICES-COMPUTER PROGRAMMING, DATA PROCESSING, ETC."
1855751,6770.0,PARSEC CAPITAL ACQUISITIONS CORP.,BLANK CHECKS
1855756,3721.0,LILIUM N.V.,AIRCRAFT
1855781,6221.0,INVESCO GALAXY BITCOIN ETF,COMMODITY CONTRACTS BROKERS & DEALERS
1855885,6770.0,SIGNAL HILL ACQUISITION CORP.,BLANK CHECKS
1855886,6770.0,ARBOR RAPHA CAPITAL BIOHOLDINGS CORP. I,BLANK CHECKS
1856028,6199.0,"STRONGHOLD DIGITAL MINING, INC.",FINANCE SERVICES
1856031,7990.0,VIVID SEATS INC.,SERVICES-MISCELLANEOUS AMUSEMENT & RECREATION
1856084,5912.0,"CHINA JO-JO DRUGSTORES HOLDINGS, INC.",RETAIL-DRUG STORES AND PROPRIETARY STORES
1856114,7990.0,FAST MERGER CORP.,SERVICES-MISCELLANEOUS AMUSEMENT & RECREATION
1856161,6770.0,PEARL HOLDINGS ACQUISITION CORP,BLANK CHECKS
1856236,7200.0,"EUROPEAN WAX CENTER, INC.",SERVICES-PERSONAL SERVICES
1856242,6770.0,C5 ACQUISITION CORP,BLANK CHECKS
1856314,7372.0,"CLEAR SECURE, INC.",SERVICES-PREPACKAGED SOFTWARE
1856365,6022.0,FINWISE BANCORP,STATE COMMERCIAL BANKS
1856430,3670.0,SNAP ONE HOLDINGS CORP.,ELECTRONIC COMPONENTS & ACCESSORIES
1856437,5621.0,VICTORIA'S SECRET & CO.,RETAIL-WOMEN'S CLOTHING STORES
1856485,2621.0,SYLVAMO CORP,PAPER MILLS
1856519,6770.0,G3 VRM ACQUISITION CORP.,BLANK CHECKS
1856525,5099.0,"CORE & MAIN, INC.","WHOLESALE-DURABLE GOODS, NEC"
1856589,6770.0,M3-BRIGADE ACQUISITION III CORP.,BLANK CHECKS
1856608,2000.0,"SOVOS BRANDS, INC.",FOOD AND KINDRED PRODUCTS
1856653,3845.0,BIOPLUS ACQUISITION CORP.,ELECTROMEDICAL & ELECTROTHERAPEUTIC APPARATUS
1856689,6770.0,SANABY HEALTH ACQUISITION CORP. I,BLANK CHECKS
1856696,6770.0,AHREN ACQUISITION CORP.,BLANK CHECKS
1856724,6770.0,BULLPEN PARLAY ACQUISITION CO,BLANK CHECKS
1856725,2834.0,"RANI THERAPEUTICS HOLDINGS, INC.",PHARMACEUTICAL PREPARATIONS
1856774,6770.0,GAMES & ESPORTS EXPERIENCE ACQUISITION CORP.,BLANK CHECKS
1856948,6770.0,CHENGHE ACQUISITION CO.,BLANK CHECKS
1856961,6770.0,BLUE OCEAN ACQUISITION CORP,BLANK CHECKS
1856995,6770.0,MOUNTAIN & CO. I ACQUISITION CORP.,BLANK CHECKS
1857030,2834.0,INTERCURE LTD.,PHARMACEUTICAL PREPARATIONS
1857044,2834.0,INTEC PARENT INC.,PHARMACEUTICAL PREPARATIONS
1857086,3949.0,DEEP MEDICINE ACQUISITION CORP.,"SPORTING & ATHLETIC GOODS, NEC"
1857154,5400.0,"KRISPY KREME, INC.",RETAIL-FOOD STORES
1857190,3841.0,NYXOAH SA,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS
1857410,6770.0,INVESTCORP EUROPE ACQUISITION CORP I,BLANK CHECKS
1857475,100.0,DOLE PLC,AGRICULTURAL PRODUCTION-CROPS
1857518,6770.0,JAGUAR GLOBAL GROWTH CORP I,BLANK CHECKS
1857662,6770.0,AXONPRIME INFRASTRUCTURE ACQUISITION CORP,BLANK CHECKS
1857803,6770.0,DP CAP ACQUISITION CORP I,BLANK CHECKS
1857816,5961.0,GIGACLOUD TECHNOLOGY INC,RETAIL-CATALOG & MAIL-ORDER HOUSES
1857853,3630.0,"TRAEGER, INC.",HOUSEHOLD APPLIANCES
1857855,6770.0,FINNOVATE ACQUISITION CORP.,BLANK CHECKS
1857910,6770.0,"DR. FOODS, INC.",BLANK CHECKS
1857951,3630.0,WEBER INC.,HOUSEHOLD APPLIANCES
1858007,3620.0,GOLDENSTONE ACQUISITION LTD.,ELECTRICAL INDUSTRIAL APPARATUS
1858028,6770.0,NOVA VISION ACQUISITION CORP,BLANK CHECKS
1858180,6770.0,PRIME NUMBER ACQUISITION I CORP.,BLANK CHECKS
1858257,7372.0,"AVIDXCHANGE HOLDINGS, INC.",SERVICES-PREPACKAGED SOFTWARE
1858258,6221.0,FRANKLIN TEMPLETON HOLDINGS TRUST,COMMODITY CONTRACTS BROKERS & DEALERS
1858327,6770.0,"DMY TECHNOLOGY GROUP, INC. VI",BLANK CHECKS
1858351,6770.0,ICONIC SPORTS ACQUISITION CORP.,BLANK CHECKS
1858414,6770.0,PACIFICO ACQUISITION CORP.,BLANK CHECKS
1858503,6770.0,GREEN VISOR FINANCIAL TECHNOLOGY ACQUISITION CORP I,BLANK CHECKS
1858681,6282.0,"APOLLO GLOBAL MANAGEMENT, INC.",INVESTMENT ADVICE
1858684,6770.0,ST ENERGY TRANSITION I LTD.,BLANK CHECKS
1858685,2834.0,BIOFRONTERA INC.,PHARMACEUTICAL PREPARATIONS
1858724,4210.0,BINGEX LTD,TRUCKING & COURIER SERVICES (NO AIR)
1858848,2836.0,"TENAYA THERAPEUTICS, INC.","BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)"
1858912,6770.0,GARDINER HEALTHCARE ACQUISITIONS CORP.,BLANK CHECKS
1858985,3021.0,ON HOLDING AG,RUBBER & PLASTICS FOOTWEAR
1859007,2834.0,LARKSPUR HEALTH ACQUISITION CORP.,PHARMACEUTICAL PREPARATIONS
1859035,3841.0,MOUNTAIN CREST ACQUISITION CORP. V,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS
1859199,6500.0,REALPHA TECH CORP.,REAL ESTATE
1859285,7389.0,HIRERIGHT HOLDINGS CORP,"SERVICES-BUSINESS SERVICES, NEC"
1859310,7374.0,MINORITY EQUALITY OPPORTUNITIES ACQUISITION INC.,SERVICES-COMPUTER PROCESSING & DATA PREPARATION
1859392,6211.0,GALAXY DIGITAL INC.,"SECURITY BROKERS, DEALERS & FLOTATION COMPANIES"
1859639,5500.0,CAZOO GROUP LTD,RETAIL-AUTO DEALERS & GASOLINE STATIONS
1859686,6770.0,SILVERBOX CORP III,BLANK CHECKS
1859690,7372.0,ARQIT QUANTUM INC.,SERVICES-PREPACKAGED SOFTWARE
1859795,3690.0,NOVONIX LTD,"MISCELLANEOUS ELECTRICAL MACHINERY, EQUIPMENT & SUPPLIES"
1859807,3841.0,NORTHVIEW ACQUISITION CORP,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS
1859902,2833.0,"VALENS COMPANY, INC.",MEDICINAL CHEMICALS & BOTANICAL PRODUCTS
1860173,7371.0,PRIVACY & VALUE INC.,SERVICES-COMPUTER PROGRAMMING SERVICES
1860482,6770.0,TALON 1 ACQUISITION CORP,BLANK CHECKS
1860484,6770.0,RELATIVITY ACQUISITION CORP,BLANK CHECKS
1860514,6770.0,TKB CRITICAL TECHNOLOGIES 1,BLANK CHECKS
1860543,3842.0,"CADRE HOLDINGS, INC.","ORTHOPEDIC, PROSTHETIC & SURGICAL APPLIANCES & SUPPLIES"
1860657,2834.0,"ALLARITY THERAPEUTICS, INC.",PHARMACEUTICAL PREPARATIONS
1860663,6770.0,MONTEREY INNOVATION ACQUISITION CORP,BLANK CHECKS
1860742,3851.0,BAUSCH & LOMB CORP,OPHTHALMIC GOODS
1860782,2834.0,"2SEVENTY BIO, INC.",PHARMACEUTICAL PREPARATIONS
1860788,6221.0,VANECK ETHEREUM ETF,COMMODITY CONTRACTS BROKERS & DEALERS
1860805,3312.0,ALGOMA STEEL GROUP INC.,"STEEL WORKS, BLAST FURNACES & ROLLING MILLS (COKE OVENS)"
1860871,2836.0,SEMPER PARATUS ACQUISITION CORP,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)"
1860879,6770.0,RIGEL RESOURCE ACQUISITION CORP.,BLANK CHECKS
1861063,6770.0,AQUARON ACQUISITION CORP.,BLANK CHECKS
1861107,3845.0,"CERIBELL, INC.",ELECTROMEDICAL & ELECTROTHERAPEUTIC APPARATUS
1861121,6770.0,EVE MOBILITY ACQUISITION CORP,BLANK CHECKS
1861233,7374.0,ACUITYADS HOLDINGS INC.,SERVICES-COMPUTER PROCESSING & DATA PREPARATION
1861449,3751.0,"BIRD GLOBAL, INC.","MOTORCYCLES, BICYCLES & PARTS"
1861522,5961.0,KIDPIK CORP.,RETAIL-CATALOG & MAIL-ORDER HOUSES
1861541,6770.0,PEGASUS DIGITAL MOBILITY ACQUISITION CORP.,BLANK CHECKS
1861560,2834.0,"NUVALENT, INC.",PHARMACEUTICAL PREPARATIONS
1861622,4522.0,OXBRIDGE ACQUISITION CORP.,"AIR TRANSPORTATION, NONSCHEDULED"
1861645,6770.0,"PEGASUS MEDICAL HOLDINGS, INC.",BLANK CHECKS
1861657,2834.0,HILLSTREAM BIOPHARMA INC.,PHARMACEUTICAL PREPARATIONS
1861737,3569.0,HESAI GROUP,"GENERAL INDUSTRIAL MACHINERY & EQUIPMENT, NEC"
1861795,7372.0,DEFINITIVE HEALTHCARE CORP.,SERVICES-PREPACKAGED SOFTWARE
1861841,7373.0,ARBE ROBOTICS LTD.,SERVICES-COMPUTER INTEGRATED SYSTEMS DESIGN
